File,Line,Error type,Message,Fixability
developers/apis/graphql-content-delivery-api/requests/Try-'Not-In'-Operator-within-Group.md,11,ALL CAPS word,"ALL CAPS word ""NOT"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Not-In'-Operator-within-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/array-not-equals-operator-within-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Not-In'-Operator-within-Modular-Blocks.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Not-In'-Operator-within-Modular-Blocks.md,11,ALL CAPS word,"ALL CAPS word ""NOT"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Not-In'-Operator-within-Nested-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-not-in-operator-within-nested-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Not-In'-Operator-within-Nested-Modular-Blocks.md,17,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Not-In'-Operator-within-Nested-Modular-Blocks.md,14,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Not-In'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/array-not-equals-operator"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Not-In'-Operator.md,7,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Not-In'-Operator.md,27,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'OR'-Operator-within-Group.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/or-operator-within-group"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'OR'-Operator-within-Group.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'OR'-Operator-within-Group.md,39,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'OR'-Operator-within-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/or-operator-within-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'OR'-Operator-within-Modular-Blocks.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'OR'-Operator-within-Nested-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-or-operator-within-nested-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'OR'-Operator-within-Nested-Modular-Blocks.md,17,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'OR'-Operator-within-Nested-Modular-Blocks.md,14,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'OR'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/or-operator"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'OR'-Operator.md,9,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'OR'-Operator.md,33,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Order-by-Asc'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/order-by-asc"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Order-by-Asc'-Operator.md,19,Future tense,"Future tense ""will display"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Order-by-Asc'-Operator.md,16,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Order-by-Asc'-Operator.md,15,ALL CAPS word,"ALL CAPS word ""ASC"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Order-by-Asc'-Operator.md,36,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Order-by-Desc'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/order-by-desc"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Order-by-Desc'-Operator.md,19,Future tense,"Future tense ""will display"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Order-by-Desc'-Operator.md,16,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Order-by-Desc'-Operator.md,15,ALL CAPS word,"ALL CAPS word ""DESC"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Order-by-Desc'-Operator.md,35,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Overlay'-and-'Overlay-Align'-Parameters.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/overlay-and-overlay-align-parameters"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Overlay'-and-'Overlay-Align'-Parameters.md,13,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Overlay'-and-'Overlay-Align'-Parameters.md,13,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Overlay'-and-'Overlay-Align'-Parameters.md,11,ALL CAPS word,"ALL CAPS word ""LEFT"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Query-Batching'.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-query-batching-"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-Multiple-Content-Types'.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-search-referenced-entries-from-multiple-content-types"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-Multiple-Content-Types'.md,17,Future tense,"Future tense ""will appear"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-Multiple-Content-Types'.md,17,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-Multiple-Content-Types'.md,11,ALL CAPS word,"ALL CAPS word ""MATCH"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-Multiple-Content-Types'.md,13,ALL CAPS word,"ALL CAPS word ""ALL"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-Multiple-Content-Types'.md,13,ALL CAPS word,"ALL CAPS word ""ALL"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-Multiple-Content-Types'.md,14,ALL CAPS word,"ALL CAPS word ""ANY"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-Multiple-Content-Types'.md,14,ALL CAPS word,"ALL CAPS word ""ANY"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-Multiple-Content-Types'.md,16,ALL CAPS word,"ALL CAPS word ""MATCH"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-Multiple-Content-Types'.md,16,ALL CAPS word,"ALL CAPS word ""ALL"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-Multiple-Content-Types'.md,18,ALL CAPS word,"ALL CAPS word ""LED"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-Multiple-Content-Types'.md,18,ALL CAPS word,"ALL CAPS word ""MATCH"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-Multiple-Content-Types'.md,18,ALL CAPS word,"ALL CAPS word ""ANY"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-a-Single-Content-Type'.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/search-referenced-entries-from-a-single-content-type"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Search-Referenced-Entries-from-a-Single-Content-Type'.md,9,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Search-by-Regex'-Operator-within-Group.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/search-by-regex-within-group"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Search-by-Regex'-Operator-within-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/search-by-regex-within-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Search-by-Regex'-Operator-within-Nested-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-search-by-regex-operator-within-nested-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Search-by-Regex'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/search-by-regex"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Skip'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/skip"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Skip'-Operator.md,7,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Taxonomy-Fields'.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-taxonomy-fields"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Taxonomy-Fields'.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Total'-Function.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/total"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Total'-Function.md,12,Future tense,"Future tense ""will display"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Total'-Function.md,12,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Total'-Function.md,9,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
